,cod_loja,data_semana_comercial,venda,localidade,loja_tamanho,clima
12157,38,2017-07-30,29,1,1,3
12158,42,2017-08-06,26,1,3,4
12159,40,2017-10-01,25,1,1,4
12160,5,2018-02-18,20,1,2,5
12161,133,2018-02-18,15,1,3,4
12162,114,2018-04-22,85,1,1,5
12163,15,2018-04-29,37,1,2,4
12164,85,2018-05-06,39,1,1,2
12165,50,2017-04-16,45,1,2,4
12166,91,2017-04-30,53,1,3,4
12167,136,2017-07-16,23,1,0,2
12168,44,2017-09-03,50,1,1,4
12169,12,2017-10-15,5,1,0,5
12170,40,2017-10-29,35,1,1,4
12171,100,2018-05-20,128,1,1,5
12172,5,2017-04-02,31,1,2,5
12173,175,2017-04-02,37,1,2,4
12174,62,2017-12-17,13,1,3,4
12176,191,2018-04-01,26,1,3,3
12177,5,2018-04-15,31,1,2,5
12178,194,2018-04-22,49,1,2,3
12179,154,2018-05-06,9,1,3,3
12180,74,2017-09-17,18,1,0,2
12181,111,2018-01-21,13,1,2,3
12182,58,2018-03-25,18,1,0,3
12183,163,2017-04-30,36,1,2,4
12184,144,2017-05-07,106,1,2,5
12185,196,2017-05-28,40,1,2,4
12186,147,2017-07-09,24,1,2,3
12187,292,2017-07-16,27,1,2,4
12188,30,2017-08-27,15,1,1,3
12189,22,2017-09-24,23,1,2,4
12190,261,2017-12-10,11,1,3,4
12191,286,2018-05-13,14,1,3,4
12192,162,2018-05-20,121,1,2,3
12193,141,2018-05-20,94,1,2,4
12194,67,2017-05-14,35,1,2,5
12195,98,2017-05-21,39,1,0,4
12196,177,2017-10-08,3,1,3,2
12197,147,2018-02-11,16,1,2,3
12198,318,2018-02-18,5,1,2,4
12199,64,2017-04-30,28,1,3,4
12200,245,2017-05-07,16,1,2,2
12201,84,2017-06-11,56,1,0,3
12202,150,2017-06-25,25,1,0,3
12203,141,2017-07-16,24,1,2,4
12204,139,2018-03-11,16,1,2,4
12205,147,2018-04-08,13,1,2,3
12206,133,2018-04-22,16,1,3,4
12207,115,2017-04-30,40,1,2,4
12208,213,2017-05-28,9,1,2,2
12209,180,2017-12-17,13,1,3,4
12210,62,2018-03-04,17,1,3,4
12211,221,2018-03-11,27,1,0,4
12212,266,2018-04-01,22,1,2,5
12213,62,2018-04-22,33,1,3,4
12214,326,2018-05-20,52,1,3,5
12215,130,2017-06-04,42,1,2,4
12216,190,2017-06-18,18,1,2,3
12217,19,2017-08-06,47,1,1,4
12218,206,2017-12-17,20,1,2,4
12219,179,2018-03-04,16,1,2,4
12220,160,2018-04-01,18,1,3,5
12221,256,2018-05-13,14,1,4,2
12222,237,2017-04-23,23,1,3,4
12223,264,2017-05-14,17,1,2,2
12224,61,2017-05-21,12,1,2,2
12225,219,2017-06-25,19,1,4,3
12226,117,2017-11-19,5,1,0,4
12227,93,2018-01-14,1,1,2,4
12228,4,2018-01-21,30,1,0,4
12229,65,2018-03-25,69,1,2,5
12230,10,2018-04-08,80,1,1,5
12231,140,2018-04-08,16,1,2,3
12232,151,2018-04-15,64,1,0,5
12233,47,2018-04-15,84,1,2,4
12234,34,2018-04-15,63,1,0,4
12235,141,2018-04-29,25,1,2,4
12236,63,2017-05-21,26,1,0,3
12237,143,2017-07-02,19,1,3,3
12238,95,2017-07-16,31,1,2,3
12239,231,2017-12-10,2,1,2,3
12240,25,2018-03-04,20,1,0,4
12241,180,2018-03-18,15,1,3,4
12242,246,2018-05-20,27,1,2,3
12243,195,2017-08-27,13,1,3,3
12244,200,2017-11-19,5,1,4,3
12245,116,2018-04-08,24,1,3,5
12246,8,2018-05-20,44,1,3,5
12247,126,2017-04-16,48,1,2,3
12248,317,2017-04-23,12,1,2,2
12249,291,2017-04-30,33,1,3,4
12250,166,2017-05-28,29,1,3,3
12251,66,2017-06-04,51,1,2,2
12252,134,2017-06-11,50,1,2,4
12253,101,2017-07-16,34,1,2,4
12254,202,2017-07-16,57,1,2,4
12255,313,2017-08-20,7,1,3,4
12256,18,2017-09-03,20,1,0,4
12257,101,2017-12-10,13,1,2,4
12258,30,2018-02-18,17,1,1,3
12259,129,2018-03-04,28,1,3,5
12260,12,2018-03-25,68,1,0,5
12261,82,2018-04-01,26,1,2,4
12262,7,2018-05-06,30,1,3,5
12263,21,2017-04-23,41,1,0,4
12264,76,2017-06-25,22,1,0,4
12265,144,2017-07-02,60,1,2,5
12266,56,2017-07-23,19,1,2,3
12267,261,2017-08-13,6,1,3,4
12268,214,2017-11-05,12,1,3,3
12269,117,2018-01-07,17,1,0,4
12270,40,2018-01-21,42,1,1,4
12271,40,2018-02-25,39,1,1,4
12272,27,2018-04-01,18,1,2,3
12273,316,2018-04-22,28,1,2,2
12274,56,2017-04-09,13,1,2,3
12275,5,2017-04-23,67,1,2,5
12276,162,2017-05-07,46,1,2,3
12277,71,2017-08-20,20,1,2,4
12278,155,2017-11-05,2,1,2,2
12279,21,2018-02-25,30,1,0,4
12280,238,2018-03-18,4,1,3,2
12281,182,2017-04-16,2,1,3,2
12282,58,2017-12-03,15,1,0,3
12283,19,2018-03-25,49,1,1,4
12284,155,2017-07-02,25,1,2,2
12285,159,2017-09-24,4,1,2,2
12286,145,2017-12-03,6,1,2,2
12287,120,2018-03-25,26,1,2,2
12288,260,2018-06-03,40,1,4,3
12289,40,2018-06-10,148,1,1,4
12290,125,2017-05-28,25,1,2,4
12291,38,2017-10-01,13,1,1,3
12292,132,2017-07-30,25,1,3,5
12293,117,2017-09-03,14,1,0,4
12294,183,2018-03-04,24,1,2,2
12295,141,2017-06-18,11,1,2,4
12296,135,2017-07-23,18,1,2,4
12297,62,2017-09-24,3,1,3,4
12298,178,2017-12-10,8,1,2,2
12299,152,2018-01-07,5,1,3,3
12300,80,2018-01-28,13,1,0,2
12301,277,2018-05-27,35,1,3,4
12302,50,2018-06-03,167,1,2,4
12303,218,2018-06-03,20,1,2,2
12304,191,2017-11-05,6,1,3,3
12305,6,2017-11-12,8,1,0,4
12306,94,2017-12-17,16,1,2,3
12307,220,2018-01-07,2,1,4,4
12308,326,2018-03-18,18,1,3,5
12309,71,2018-03-25,17,1,2,4
12310,272,2018-04-15,22,1,3,3
12311,186,2017-09-10,9,1,0,4
12312,87,2018-02-25,22,1,2,2
12313,80,2017-05-21,52,1,0,2
12314,80,2017-07-16,30,1,0,2
12315,60,2017-08-13,37,1,1,4
12316,212,2017-10-08,3,1,3,3
12317,200,2017-12-31,1,1,4,3
12318,107,2018-01-07,7,1,2,2
12319,215,2018-02-18,9,1,2,3
12320,256,2018-04-29,16,1,4,2
12321,232,2017-06-25,11,1,3,2
12322,73,2017-08-13,9,1,0,3
12323,20,2018-01-21,22,1,2,5
12324,210,2018-02-25,23,1,2,5
12325,93,2018-03-18,13,1,2,4
12326,58,2018-06-03,191,1,0,3
12327,77,2017-08-27,6,1,2,4
12328,149,2018-01-21,36,1,1,4
12329,77,2017-05-07,24,1,2,4
12330,252,2017-12-24,14,1,4,2
12331,11,2017-12-31,9,1,2,5
12332,149,2018-04-01,40,1,1,4
12333,57,2018-06-10,84,1,0,5
12334,15,2018-06-10,74,1,2,4
12335,132,2017-07-09,22,1,3,5
12336,68,2017-07-09,42,1,2,5
12337,232,2017-10-29,2,1,3,2
12338,264,2017-04-30,18,1,2,2
12339,135,2018-02-25,25,1,2,4
12340,260,2018-04-01,11,1,4,3
12341,35,2017-12-17,23,1,0,4
12342,248,2018-03-25,4,1,3,2
12343,304,2017-07-30,11,1,2,5
12344,17,2017-11-26,4,1,2,5
12345,194,2018-02-25,15,1,2,3
12346,55,2018-04-08,39,1,0,4
12347,91,2018-05-27,53,1,3,4
12348,23,2018-06-03,40,1,2,3
12349,149,2018-06-10,191,1,1,4
12350,25,2018-06-10,103,1,0,4
12351,141,2017-11-05,6,1,2,4
12352,160,2018-02-25,33,1,3,5
12353,300,2018-06-03,23,1,4,2
12355,14,2018-02-11,17,1,2,4
12356,254,2018-04-08,23,1,3,2
12357,246,2017-04-16,12,1,2,3
12358,90,2017-08-06,12,1,4,3
12359,256,2018-02-04,5,1,4,2
12360,53,2018-04-08,49,1,0,3
12361,168,2018-04-29,6,1,2,3
12362,47,2018-06-10,112,1,2,4
12363,75,2017-06-25,27,1,2,3
12364,156,2017-04-23,23,1,4,3
12365,164,2017-06-25,22,1,3,5
12366,226,2017-07-02,19,1,3,5
12367,55,2017-11-12,14,1,0,4
12368,106,2018-01-28,13,1,0,5
12369,118,2017-05-14,46,1,2,4
12370,317,2017-11-12,4,1,2,2
12371,116,2018-01-07,5,1,3,5
12372,95,2018-01-21,8,1,2,3
12373,87,2017-12-17,29,1,2,2
12374,163,2017-09-24,4,1,2,4
12375,178,2017-10-22,2,1,2,2
12376,316,2017-07-16,12,1,2,2
12377,194,2017-12-24,3,1,2,3
12378,182,2017-12-24,11,1,3,2
12379,220,2018-04-08,9,1,4,4
12380,109,2017-04-09,16,1,2,3
12381,286,2017-04-23,18,1,3,4
12382,110,2017-08-20,8,1,4,3
12383,196,2018-01-07,2,1,2,4
12385,165,2018-06-03,38,1,2,2
12386,104,2017-08-06,4,1,2,2
12387,118,2017-09-10,11,1,2,4
12388,272,2017-10-01,6,1,3,3
12389,230,2018-02-04,7,1,3,3
12390,211,2018-06-03,38,1,3,4
12391,292,2017-06-25,9,1,2,4
12393,249,2017-05-21,13,1,2,2
12394,120,2017-05-21,18,1,2,2
12395,6,2017-09-24,4,1,0,4
12396,196,2018-02-04,7,1,2,4
12397,167,2018-03-25,48,1,2,5
12398,220,2018-04-29,11,1,4,4
12399,306,2018-06-03,9,1,3,3
12400,30,2017-09-17,8,1,1,3
12401,70,2018-05-27,14,1,2,2
12402,280,2018-05-27,52,1,3,4
12403,101,2017-05-21,15,1,2,4
12404,116,2018-02-18,18,1,3,5
12405,293,2017-08-27,4,1,2,2
12406,59,2018-01-28,24,1,2,3
12407,112,2018-04-29,9,1,2,2
12408,23,2017-09-24,3,1,2,3
12409,214,2018-03-18,8,1,3,3
12410,304,2018-02-11,19,1,2,5
12411,156,2018-02-25,8,1,4,3
12412,102,2017-04-09,29,1,2,4
12413,217,2017-04-16,4,1,2,2
12414,128,2018-01-07,1,1,3,4
12415,121,2018-04-08,15,1,3,3
12416,129,2017-06-11,22,1,3,5
12417,287,2018-01-14,6,1,3,2
12418,134,2017-09-17,4,1,2,4
12419,92,2018-02-11,22,1,1,4
12420,69,2017-06-18,20,1,0,2
12421,27,2017-04-02,9,1,2,3
12422,48,2017-12-10,7,1,0,3
12423,167,2018-02-04,24,1,2,5
12424,105,2018-03-04,26,1,2,3
12425,185,2017-07-30,17,1,2,3
12426,91,2017-07-30,8,1,3,4
12427,196,2017-12-10,17,1,2,4
12428,154,2018-01-28,15,1,3,3
12429,17,2017-10-01,22,1,2,5
12430,247,2017-10-22,2,1,3,2
12431,84,2018-06-10,56,1,0,3
12432,200,2017-04-09,11,1,4,3
12433,137,2017-04-30,22,1,3,3
12434,207,2017-04-23,42,1,2,3
12435,64,2017-05-07,19,1,3,4
12436,63,2017-09-17,4,1,0,3
12437,52,2018-01-21,9,1,2,3
12438,124,2017-05-14,4,1,2,2
12439,183,2018-05-13,9,1,2,2
12440,148,2017-06-25,14,1,2,2
12441,145,2017-04-09,11,1,2,2
12442,43,2017-12-31,5,1,2,4
12443,15,2018-01-14,4,1,2,4
12444,83,2017-04-16,17,1,2,2
12445,29,2017-09-17,7,1,2,3
12446,162,2017-09-24,2,1,2,3
12448,134,2018-01-14,11,1,2,4
12449,3,2017-08-06,19,1,3,5
12450,6,2017-09-10,5,1,0,4
12452,133,2017-05-07,23,1,3,4
12453,158,2017-07-30,9,1,2,2
12454,151,2017-04-16,33,1,0,5
12455,178,2018-03-04,16,1,2,2
12456,115,2017-08-20,5,1,2,4
12457,64,2018-01-21,5,1,3,4
12458,212,2017-05-14,12,1,3,3
12459,121,2017-07-30,0,1,3,3
12460,71,2018-06-03,72,1,2,4
12461,266,2017-12-10,4,1,2,5
12462,257,2017-05-14,8,1,3,3
12463,228,2017-12-17,16,1,2,2
12464,341,2019-05-12,27,1,3,4
12465,48,2019-05-12,66,1,0,3
12466,17,2019-05-19,83,1,2,5
12467,283,2019-06-02,22,1,3,3
12468,230,2019-06-23,18,1,3,3
12469,63,2019-07-14,52,1,0,3
12470,6,2019-02-10,44,1,0,4
12471,144,2019-08-18,51,1,2,5
12472,149,2019-09-08,44,1,1,4
12473,74,2019-09-15,35,1,0,2
12474,136,2019-03-10,22,1,0,2
12475,209,2019-09-22,20,1,2,2
12476,90,2019-05-12,36,1,4,3
12477,333,2018-12-16,4,1,3,4
12478,219,2019-05-12,17,1,4,3
12479,322,2019-01-13,5,1,0,4
12480,197,2019-03-17,11,1,4,3
12481,269,2019-03-17,27,1,2,4
12482,193,2019-04-07,57,1,2,5
12483,189,2019-04-28,16,1,3,2
12484,261,2019-06-23,26,1,3,4
12485,124,2019-01-13,19,1,2,2
12486,125,2019-07-21,31,1,2,4
12487,35,2019-09-08,6,1,0,4
12488,22,2019-04-21,14,1,2,4
12489,256,2019-04-21,7,1,4,2
12490,96,2017-06-04,31,1,2,3
12491,111,2018-01-28,9,1,2,3
12492,128,2018-03-11,17,1,3,4
12493,223,2019-04-28,13,1,2,3
12494,297,2019-05-05,20,1,2,3
12495,304,2019-05-12,37,1,2,5
12496,43,2019-05-26,73,1,2,4
12497,28,2019-06-16,75,1,0,3
12498,46,2019-01-06,19,1,0,2
12499,130,2019-06-30,40,1,2,4
12500,290,2019-08-11,37,1,0,5
12501,46,2019-08-11,26,1,0,2
12502,213,2019-03-17,16,1,2,2
12503,412,2019-04-07,11,2,2,6
12504,64,2019-04-28,8,1,3,4
12505,175,2019-07-28,51,1,2,4
12506,80,2019-02-10,9,1,0,2
12507,151,2019-08-11,39,1,0,5
12508,225,2019-02-17,14,1,2,5
12509,264,2019-03-03,11,1,2,2
12510,144,2019-09-08,33,1,2,5
12511,91,2019-09-22,9,1,3,4
12512,159,2019-03-24,18,1,2,2
12513,89,2019-03-31,51,1,0,4
12514,408,2019-04-07,30,2,0,6
12515,36,2019-08-18,56,1,0,4
12516,320,2019-09-15,5,1,2,4
12517,21,2019-05-19,119,1,0,4
12518,175,2019-06-23,56,1,2,4
12519,228,2019-01-06,8,1,2,2
12520,225,2019-06-30,83,1,2,5
12521,341,2019-07-21,11,1,3,4
12522,22,2019-08-04,50,1,2,4
12523,162,2019-08-04,30,1,2,3
12524,223,2019-08-25,36,1,2,3
12525,210,2019-09-01,29,1,2,5
12526,125,2019-04-28,27,1,2,4
12527,46,2019-06-02,60,1,0,2
12528,17,2019-06-23,97,1,2,5
12529,178,2019-06-30,24,1,2,2
12530,8,2019-08-04,24,1,3,5
12531,12,2019-03-03,62,1,0,5
12532,57,2019-03-10,34,1,0,5
12533,267,2019-05-19,116,1,2,3
12534,412,2019-01-13,4,2,2,6
12535,121,2017-04-30,24,1,3,3
12536,37,2017-09-24,9,1,1,3
12537,237,2017-10-15,5,1,3,4
12538,191,2017-11-26,3,1,3,3
12539,281,2018-12-09,15,1,3,4
12540,62,2019-05-12,45,1,3,4
12541,26,2019-06-02,246,1,0,4
12542,91,2019-06-23,30,1,3,4
12543,252,2019-06-30,22,1,4,2
12544,21,2019-02-10,62,1,0,4
12545,151,2019-02-17,25,1,0,5
12546,164,2019-03-10,7,1,3,5
12547,198,2019-07-07,56,1,4,4
12548,294,2019-07-28,20,1,2,4
12549,14,2019-09-01,42,1,2,4
12550,305,2019-09-01,8,1,4,2
12551,180,2019-05-19,48,1,3,4
12552,303,2019-06-09,17,1,2,5
12553,286,2019-07-07,45,1,3,4
12554,100,2019-01-27,13,1,1,5
12555,111,2019-02-10,18,1,2,3
12556,247,2019-03-10,6,1,3,2
12557,156,2017-04-09,17,1,4,3
12558,15,2017-11-19,0,1,2,4
12559,322,2018-03-25,13,1,0,4
12560,158,2017-04-23,11,1,2,2
12561,281,2019-04-28,11,1,3,4
12562,161,2019-05-12,49,1,2,4
12563,21,2019-01-27,13,1,0,4
12564,85,2019-02-10,9,1,1,2
12565,311,2019-08-25,24,1,0,5
12566,13,2019-03-03,45,1,1,5
12567,184,2019-03-24,36,1,0,4
12568,116,2019-04-28,17,1,3,5
12569,313,2019-05-26,24,1,3,4
12570,128,2019-06-23,27,1,3,4
12571,38,2019-01-27,27,1,1,3
12572,240,2019-07-28,27,1,3,3
12573,172,2019-08-11,37,1,0,4
12574,76,2019-03-17,40,1,0,4
12575,343,2019-04-21,5,1,3,3
12576,15,2018-12-16,13,1,2,4
12577,254,2019-07-07,20,1,3,2
12578,281,2019-03-31,17,1,3,4
12579,111,2019-04-07,30,1,2,3
12580,2,2019-05-12,122,1,0,5
12581,74,2019-01-13,26,1,0,2
12582,3,2019-07-14,29,1,3,5
12583,26,2019-02-03,35,1,0,4
12584,306,2019-07-21,24,1,3,3
12585,50,2019-04-07,44,1,2,4
12586,180,2019-05-05,16,1,3,4
12587,181,2019-05-26,70,1,2,4
12588,133,2019-07-21,40,1,3,4
12589,77,2019-08-18,31,1,2,4
12590,213,2019-02-24,14,1,2,2
12591,75,2019-03-03,7,1,2,3
12592,221,2019-09-08,37,1,0,4
12593,130,2019-09-15,15,1,2,4
12594,67,2019-01-06,3,1,2,5
12595,170,2019-08-18,29,1,3,3
12596,335,2019-03-03,9,1,4,2
12597,13,2019-01-06,19,1,1,5
12598,38,2019-02-03,47,1,1,3
12599,334,2019-07-21,14,1,3,4
12600,145,2019-04-07,22,1,2,2
12601,293,2019-05-12,20,1,2,2
12602,47,2018-12-16,14,1,2,4
12603,275,2019-06-16,25,1,3,5
12604,60,2019-06-16,86,1,1,4
12605,97,2019-07-07,27,1,3,2
12606,92,2019-09-15,38,1,1,4
12607,332,2019-03-31,31,1,3,3
12608,342,2019-04-21,20,1,3,4
12609,166,2019-07-14,23,1,3,3
12610,248,2019-07-21,13,1,3,2
12611,233,2019-04-07,7,1,2,2
12613,144,2019-02-10,20,1,2,5
12614,410,2019-09-22,7,2,0,6
12615,409,2019-02-24,2,2,0,6
12616,222,2019-03-31,18,1,2,4
12617,177,2019-05-12,15,1,3,2
12618,150,2019-02-03,19,1,0,3
12619,228,2019-02-03,22,1,2,2
12620,45,2019-09-08,12,1,2,4
12621,167,2019-03-31,41,1,2,5
12622,170,2019-05-12,24,1,3,3
12623,265,2019-01-27,16,1,2,2
12624,226,2019-05-19,36,1,3,5
12625,206,2019-09-22,24,1,2,4
12626,182,2019-09-22,7,1,3,2
12627,34,2019-01-13,7,1,0,4
12628,127,2019-02-17,25,1,2,3
12629,135,2019-03-17,26,1,2,4
12630,279,2019-09-22,23,1,3,4
12631,134,2019-01-27,8,1,2,4
12632,172,2019-09-22,31,1,0,4
12633,157,2019-05-05,36,1,2,4
12634,264,2019-06-16,41,1,2,2
12635,102,2019-06-30,63,1,2,4
12636,149,2019-02-10,52,1,1,4
12637,12,2019-09-01,78,1,0,5
12638,10,2019-09-15,42,1,1,5
12639,107,2019-04-28,6,1,2,2
12640,153,2019-05-19,31,1,3,3
12642,256,2019-08-18,12,1,4,2
12643,261,2019-09-15,7,1,3,4
12644,190,2019-03-31,9,1,2,3
12645,245,2019-06-16,12,1,2,2
12646,8,2019-09-15,6,1,3,5
12647,135,2019-03-31,19,1,2,4
12648,133,2019-03-31,20,1,3,4
12649,225,2019-04-21,18,1,2,5
12650,99,2019-02-10,24,1,2,5
12651,296,2019-08-04,20,1,3,3
12652,86,2019-09-01,29,1,2,3
12653,79,2019-09-01,3,1,3,3
12654,22,2019-09-29,16,1,2,4
12655,330,2019-06-02,51,1,2,3
12656,274,2019-04-28,11,1,3,2
12657,326,2019-02-10,5,1,3,5
12658,262,2019-03-31,14,1,4,4
12659,138,2019-03-31,18,1,0,4
12660,215,2019-07-14,36,1,2,3
12661,280,2019-08-11,23,1,3,4
12662,146,2019-09-15,31,1,0,2
12663,130,2019-09-22,24,1,2,4
12664,284,2019-03-31,6,1,2,2
12665,137,2019-02-03,6,1,3,3
12666,158,2019-08-25,12,1,2,2
12667,66,2019-09-15,31,1,2,2
12668,23,2019-02-03,9,1,2,3
12669,326,2019-03-10,15,1,3,5
12670,230,2019-03-31,18,1,3,3
12672,249,2019-01-20,18,1,2,2
12673,101,2019-02-17,7,1,2,4
12674,409,2019-09-01,18,2,0,6
12675,313,2019-03-03,12,1,3,4
12676,167,2019-09-15,27,1,2,5
12677,297,2019-04-21,9,1,2,3
12678,8,2019-04-28,7,1,3,5
12679,268,2019-01-20,18,1,2,4
12680,275,2019-02-10,7,1,3,5
12681,48,2019-03-10,24,1,0,3
12682,83,2019-06-16,20,1,2,2
12683,343,2019-08-04,5,1,3,3
12684,278,2019-08-11,6,1,3,3
12685,150,2019-09-08,7,1,0,3
12686,168,2019-04-21,4,1,2,3
12687,305,2019-01-27,4,1,4,2
12688,130,2019-03-31,19,1,2,4
12689,282,2018-12-30,2,1,4,3
12690,59,2019-02-17,23,1,2,3
12691,294,2019-08-25,6,1,2,4
12693,256,2019-08-11,11,1,4,2
12694,70,2019-06-23,11,1,2,2
12695,156,2019-02-24,8,1,4,3
12696,145,2019-06-30,23,1,2,2
12697,310,2019-01-20,2,1,4,3
12698,3,2019-02-17,4,1,3,5
12699,268,2019-04-28,26,1,2,4
12700,35,2019-02-24,16,1,0,4
12701,257,2019-03-17,6,1,3,3
12702,260,2019-04-28,16,1,4,3
12703,141,2018-12-30,1,1,2,4
12704,182,2019-04-07,9,1,3,2
12705,14,2019-02-24,9,1,2,4
12706,298,2019-07-28,12,1,2,2
12707,176,2019-04-07,11,1,0,2
12708,52,2019-09-15,7,1,2,3
12709,217,2019-10-06,11,1,2,2
12710,96,2019-10-13,9,1,2,3
12711,104,2019-10-13,17,1,2,2
12712,238,2019-05-19,18,1,3,2
12714,39,2019-12-15,19,1,2,3
12715,127,2020-01-05,28,1,2,3
12716,156,2019-08-25,4,1,4,3
12717,125,2019-01-06,4,1,2,4
12718,343,2019-09-08,2,1,3,3
12719,257,2019-04-07,15,1,3,3
12720,229,2019-08-18,4,1,3,3
12721,98,2019-09-22,18,1,0,4
12722,61,2019-10-06,24,1,2,2
12723,123,2019-03-31,7,1,3,3
12724,131,2019-12-01,4,1,3,3
12725,19,2019-01-13,8,1,1,4
12726,324,2019-01-06,5,1,4,2
12727,118,2019-01-27,5,1,2,4
12728,343,2019-02-10,12,1,3,3
12729,306,2019-08-25,7,1,3,3
12730,75,2019-10-13,9,1,2,3
12731,228,2019-12-01,19,1,2,2
12732,136,2019-12-15,85,1,0,2
12733,274,2019-01-13,5,1,3,2
12734,188,2019-01-27,3,1,3,5
12735,217,2019-03-24,9,1,2,2
12736,298,2019-04-14,9,1,2,2
12737,201,2018-12-23,14,1,3,2
12738,317,2019-09-15,7,1,2,2
12739,411,2019-09-29,6,2,0,6
12740,149,2019-10-06,77,1,1,4
12741,70,2019-10-20,18,1,2,2
12742,282,2019-08-25,5,1,4,3
12743,116,2019-03-03,11,1,3,5
12744,45,2019-01-13,11,1,2,4
12745,23,2019-10-13,1,1,2,3
12746,124,2019-12-08,59,1,2,2
12747,227,2019-04-28,26,1,4,5
12748,228,2019-03-24,9,1,2,2
12749,295,2019-11-03,11,1,2,2
12750,106,2019-11-03,17,1,0,5
12752,338,2019-07-28,13,1,3,3
12753,102,2019-12-08,4,1,2,4
12754,225,2019-09-29,6,1,2,5
12755,298,2019-11-10,7,1,2,2
12756,243,2019-05-26,2,1,4,2
12757,216,2019-06-02,13,1,2,2
12758,259,2019-12-22,14,1,2,2
12760,337,2019-10-06,6,1,3,2
12761,11,2019-12-01,1,1,2,5
12762,238,2019-12-08,35,1,3,2
12763,284,2019-05-26,11,1,2,2
12764,363,2019-11-17,1,1,4,4
12766,118,2019-09-29,22,1,2,4
12767,412,2019-10-20,8,2,2,6
12768,66,2019-12-08,28,1,2,2
12769,18,2019-12-29,2,1,0,4
12770,182,2019-09-08,17,1,3,2
12771,56,2019-10-06,25,1,2,3
12772,69,2019-11-10,59,1,0,2
12773,10,2019-12-01,9,1,1,5
12774,204,2019-12-15,4,1,4,2
12775,164,2019-10-13,15,1,3,5
12776,328,2019-12-01,42,1,2,2
12777,133,2019-08-25,2,1,3,4
12778,210,2019-11-03,11,1,2,5
12779,259,2019-12-08,24,1,2,2
12780,228,2019-12-08,20,1,2,2
12781,7,2019-11-24,8,1,3,5
12782,263,2019-12-08,16,1,2,2
12783,248,2019-09-15,4,1,3,2
12784,158,2019-11-24,12,1,2,2
12785,89,2019-10-13,31,1,0,4
12786,65,2019-12-08,5,1,2,5
12787,111,2019-09-08,7,1,2,3
12788,42,2019-10-20,19,1,3,4
12789,267,2019-12-01,12,1,2,3
12790,325,2019-12-15,9,1,3,5
12791,113,2019-10-20,16,1,2,4
12792,57,2019-12-08,30,1,0,5
12793,191,2019-09-15,3,1,3,3
12794,30,2019-11-17,16,1,1,3
12796,127,2019-12-01,4,1,2,3
12797,77,2019-12-22,11,1,2,4
12798,123,2019-12-22,2,1,3,3
12799,98,2020-01-05,6,1,0,4
12800,1,2019-11-24,49,1,0,5
12801,194,2019-09-29,14,1,2,3
12802,268,2019-09-29,5,1,2,4
12803,62,2019-10-06,7,1,3,4
12804,359,2019-10-13,18,1,3,2
12805,349,2019-12-08,9,1,4,4
12806,137,2019-11-10,7,1,3,3
12807,39,2019-12-22,5,1,2,3
12808,245,2020-01-05,12,1,2,2
12809,290,2019-09-29,24,1,0,5
12810,206,2019-11-03,11,1,2,4
12811,19,2019-11-10,28,1,1,4
12812,206,2019-10-06,22,1,2,4
12813,204,2019-06-16,7,1,4,2
12814,307,2019-10-13,12,1,2,5
12815,201,2019-08-25,1,1,3,2
12816,311,2019-10-27,7,1,0,5
12817,48,2019-10-27,9,1,0,3
12818,73,2019-11-17,19,1,0,3
12819,13,2019-09-29,41,1,1,5
12820,225,2019-11-03,1,1,2,5
12821,97,2019-12-22,7,1,3,2
12822,328,2019-10-06,16,1,2,2
12823,76,2019-11-10,22,1,0,4
12824,272,2019-07-14,14,1,3,3
12825,199,2019-11-24,5,1,3,4
12826,253,2019-11-10,11,1,2,3
12827,198,2019-08-25,3,1,4,4
12828,286,2019-09-15,6,1,3,4
12829,295,2019-10-06,11,1,2,2
12830,95,2019-10-27,12,1,2,3
12831,148,2019-12-15,14,1,2,2
12832,196,2019-12-01,5,1,2,4
12833,323,2019-09-29,6,1,3,2
12834,241,2019-10-13,4,1,3,3
12835,135,2019-12-01,7,1,2,4
12836,46,2017-04-02,7,1,0,2
12837,203,2019-11-03,12,1,2,2
12838,59,2017-02-19,17,1,2,3
12839,202,2017-10-15,2,1,2,4
12840,290,2017-12-10,8,1,0,5
12841,174,2019-12-08,16,1,2,2
12842,109,2017-03-19,7,1,2,3
12843,216,2019-05-19,14,1,2,2
12844,264,2019-10-27,4,1,2,2
12845,265,2019-12-01,12,1,2,2
12846,170,2019-11-24,3,1,3,3
12847,220,2019-10-27,4,1,4,4
12848,13,2017-02-19,16,1,1,5
12849,17,2017-03-19,30,1,2,5
12850,115,2019-12-08,6,1,2,4
12851,300,2019-11-03,4,1,4,2
12852,216,2017-02-19,6,1,2,2
12853,34,2017-09-17,1,1,0,4
12854,19,2018-01-07,16,1,1,4
12855,141,2021-11-28,9,1,2,4
12856,86,2021-11-14,1,1,2,3
12857,46,2021-11-14,42,1,0,2
12858,37,2021-11-28,16,1,1,3
12859,130,2021-11-07,15,1,2,4
12860,85,2021-11-28,17,1,1,2
12861,93,2021-11-28,5,1,2,4
12862,38,2021-11-28,61,1,1,3
12863,52,2021-12-05,30,1,2,3
12864,137,2021-11-14,8,1,3,3
12865,102,2021-11-07,5,1,2,4
12866,128,2021-11-14,11,1,3,4
12867,221,2021-11-21,15,1,0,4
12868,22,2021-12-12,6,1,2,4
12869,420,2021-12-05,24,0,0,0
