item,cod_loja,semana_comercial,data_semana_comercial,venda,categoria_loja,localidade,loja_tamanho,clima
100342,193,202240,2022-10-02,2,fisica,br,M,SUL
100342,314,202242,2022-10-16,8,fisica,br,PP,SPO
100342,19,202239,2022-09-25,52,fisica,br,GG,SPO
100342,418,202239,2022-09-25,20,fisica,ar,G,ARG
100342,82,202239,2022-09-25,24,fisica,br,M,SPO
100342,419,202241,2022-10-09,30,fisica,ar,G,ARG
100342,411,202239,2022-09-25,28,fisica,uy,G,URU
100342,1,202239,2022-09-25,29,fisica,br,G,SUL
100342,38,202237,2022-09-11,29,fisica,br,GG,RIO
100342,76,202237,2022-09-11,45,fisica,br,G,SPO
100342,334,202240,2022-10-02,2,fisica,br,P,SPO
100342,175,202240,2022-10-02,9,fisica,br,M,SPO
100342,24,202238,2022-09-18,41,fisica,br,P,SPO
100342,110,202241,2022-10-09,5,fisica,br,PP,RIO
100342,38,202242,2022-10-16,20,fisica,br,GG,RIO
100342,265,202242,2022-10-16,2,fisica,br,M,NOR
100342,385,202237,2022-09-11,14,fisica,br,P,SPO
100342,128,202238,2022-09-18,20,fisica,br,P,SPO
100342,184,202241,2022-10-09,7,fisica,br,G,SPO
100342,38,202239,2022-09-25,55,fisica,br,GG,RIO
100342,20,202240,2022-10-02,25,fisica,br,M,SUL
100342,342,202240,2022-10-02,7,fisica,br,P,SPO
100342,57,202240,2022-10-02,18,fisica,br,G,SUL
100342,223,202238,2022-09-18,25,fisica,br,M,RIO
100342,317,202237,2022-09-11,6,fisica,br,M,NOR
100342,417,202239,2022-09-25,16,fisica,ar,G,ARG
100342,66,202238,2022-09-18,12,fisica,br,M,NOR
100342,272,202241,2022-10-09,5,fisica,br,P,RIO
100342,103,202242,2022-10-16,4,fisica,br,M,SUL
100342,179,202237,2022-09-11,12,fisica,br,M,SPO
100342,285,202238,2022-09-18,11,fisica,br,P,RIO
100342,329,202241,2022-10-09,5,fisica,br,P,RIO
100342,221,202242,2022-10-16,14,fisica,br,G,SPO
100342,20,202242,2022-10-16,20,fisica,br,M,SUL
100342,194,202242,2022-10-16,6,fisica,br,M,RIO
100342,262,202238,2022-09-18,8,fisica,br,PP,SPO
100342,260,202237,2022-09-11,6,fisica,br,PP,RIO
100342,2,202241,2022-10-09,27,fisica,br,G,SUL
100342,420,202237,2022-09-11,28,fisica,ar,G,ARG
100342,103,202240,2022-10-02,15,fisica,br,M,SUL
100342,15,202242,2022-10-16,20,fisica,br,M,SPO
100342,259,202240,2022-10-02,13,fisica,br,M,NOR
100342,263,202241,2022-10-09,11,fisica,br,M,NOR
100342,414,202240,2022-10-02,38,fisica,uy,G,URU
100342,367,202239,2022-09-25,0,fisica,br,P,SPO
100342,83,202237,2022-09-11,12,fisica,br,M,NOR
100342,138,202238,2022-09-18,26,fisica,br,G,SPO
100342,372,202241,2022-10-09,1,fisica,br,P,SPO
100342,15,202240,2022-10-02,24,fisica,br,M,SPO
100342,74,202240,2022-10-02,17,fisica,br,G,NOR
100342,136,202241,2022-10-09,19,fisica,br,G,NOR
100342,420,202239,2022-09-25,8,fisica,ar,G,ARG
100342,305,202237,2022-09-11,2,fisica,br,PP,NOR
100342,415,202238,2022-09-18,23,fisica,uy,G,URU
100342,96,202241,2022-10-09,8,fisica,br,M,RIO
100342,136,202237,2022-09-11,33,fisica,br,G,NOR
100342,5,202241,2022-10-09,19,fisica,br,M,SUL
100342,356,202241,2022-10-09,4,fisica,br,P,NOR
100342,299,202239,2022-09-25,9,fisica,br,M,RIO
100342,69,202240,2022-10-02,39,fisica,br,G,NOR
100342,240,202238,2022-09-18,3,fisica,br,P,RIO
100342,215,202241,2022-10-09,12,fisica,br,M,RIO
100342,179,202241,2022-10-09,1,fisica,br,M,SPO
100342,40,202242,2022-10-16,7,fisica,br,GG,SPO
100342,356,202237,2022-09-11,3,fisica,br,P,NOR
100342,32,202239,2022-09-25,41,fisica,br,M,RIO
100342,151,202240,2022-10-02,27,fisica,br,G,SUL
100342,104,202241,2022-10-09,9,fisica,br,M,NOR
100342,116,202237,2022-09-11,9,fisica,br,P,SUL
100342,192,202240,2022-10-02,11,fisica,br,M,SPO
100342,160,202241,2022-10-09,22,fisica,br,P,SUL
100342,345,202239,2022-09-25,2,fisica,br,PP,RIO
100342,178,202241,2022-10-09,16,fisica,br,M,NOR
100342,170,202237,2022-09-11,7,fisica,br,P,RIO
100342,392,202240,2022-10-02,11,fisica,br,M,SPO
100342,279,202239,2022-09-25,18,fisica,br,P,SPO
100342,341,202241,2022-10-09,8,fisica,br,P,SPO
100342,194,202237,2022-09-11,7,fisica,br,M,RIO
100342,28,202238,2022-09-18,39,fisica,br,G,RIO
100342,34,202241,2022-10-09,0,fisica,br,G,SPO
100342,336,202237,2022-09-11,37,fisica,br,M,SPO
100342,255,202237,2022-09-11,5,fisica,br,P,RIO
100342,206,202240,2022-10-02,15,fisica,br,M,SPO
100342,336,202239,2022-09-25,24,fisica,br,M,SPO
100342,417,202237,2022-09-11,13,fisica,ar,G,ARG
100342,299,202237,2022-09-11,27,fisica,br,M,RIO
100342,209,202239,2022-09-25,12,fisica,br,M,NOR
100342,161,202239,2022-09-25,4,fisica,br,M,SPO
100342,131,202241,2022-10-09,5,fisica,br,P,RIO
100342,152,202238,2022-09-18,6,fisica,br,P,RIO
100342,43,202239,2022-09-25,22,fisica,br,M,SPO
100342,349,202238,2022-09-18,14,fisica,br,PP,SPO
100342,11,202242,2022-10-16,12,fisica,br,M,SUL
100342,387,202237,2022-09-11,4,fisica,br,P,GS
100342,31,202239,2022-09-25,4,fisica,br,G,SPO
100342,18,202241,2022-10-09,5,fisica,br,G,SPO
100342,118,202238,2022-09-18,36,fisica,br,M,SPO
100342,115,202237,2022-09-11,37,fisica,br,M,SPO
100342,3,202239,2022-09-25,3,fisica,br,P,SUL
100342,120,202239,2022-09-25,13,fisica,br,M,NOR
100342,59,202238,2022-09-18,15,fisica,br,M,RIO
100342,313,202237,2022-09-11,11,fisica,br,P,SPO
100342,158,202237,2022-09-11,11,fisica,br,M,NOR
100342,237,202238,2022-09-18,6,fisica,br,P,SPO
100342,129,202241,2022-10-09,3,fisica,br,P,SUL
100342,305,202239,2022-09-25,4,fisica,br,PP,NOR
100342,159,202241,2022-10-09,4,fisica,br,M,NOR
100342,362,202241,2022-10-09,12,fisica,br,P,NOR
100342,348,202237,2022-09-11,9,fisica,br,G,SPO
100342,16,202240,2022-10-02,3,fisica,br,P,SPO
100342,187,202237,2022-09-11,27,fisica,br,M,SPO
100342,151,202242,2022-10-16,16,fisica,br,G,SUL
100342,318,202239,2022-09-25,-1,fisica,br,M,SPO
100342,16,202238,2022-09-18,17,fisica,br,P,SPO
100342,70,202237,2022-09-11,12,fisica,br,M,NOR
100342,135,202238,2022-09-18,19,fisica,br,M,SPO
100342,1,202240,2022-10-02,35,fisica,br,G,SUL
100342,393,202238,2022-09-18,2,fisica,br,PP,RIO
100342,298,202240,2022-10-02,33,fisica,br,M,NOR
100342,250,202237,2022-09-11,26,fisica,br,P,SPO
100342,144,202240,2022-10-02,13,fisica,br,M,SUL
100342,333,202239,2022-09-25,9,fisica,br,P,SPO
100342,114,202240,2022-10-02,12,fisica,br,GG,SUL
100342,107,202241,2022-10-09,15,fisica,br,M,NOR
100342,236,202237,2022-09-11,12,fisica,br,M,RIO
100342,58,202241,2022-10-09,12,fisica,br,G,RIO
100342,74,202238,2022-09-18,17,fisica,br,G,NOR
100342,349,202242,2022-10-16,8,fisica,br,PP,SPO
100342,409,202239,2022-09-25,23,fisica,uy,G,URU
100342,88,202242,2022-10-16,14,fisica,br,G,NOR
100342,159,202238,2022-09-18,11,fisica,br,M,NOR
100342,227,202241,2022-10-09,13,fisica,br,PP,SUL
100342,301,202238,2022-09-18,3,fisica,br,M,RIO
100342,129,202238,2022-09-18,7,fisica,br,P,SUL
100342,219,202239,2022-09-25,3,fisica,br,PP,RIO
100342,70,202241,2022-10-09,16,fisica,br,M,NOR
100342,39,202238,2022-09-18,27,fisica,br,M,RIO
100342,336,202241,2022-10-09,18,fisica,br,M,SPO
100342,321,202239,2022-09-25,9,fisica,br,P,SPO
100342,177,202238,2022-09-18,3,fisica,br,P,NOR
100342,272,202239,2022-09-25,4,fisica,br,P,RIO
100342,228,202239,2022-09-25,7,fisica,br,M,NOR
100342,45,202237,2022-09-11,15,fisica,br,M,SPO
100342,332,202238,2022-09-18,3,fisica,br,P,RIO
100342,316,202241,2022-10-09,1,fisica,br,M,NOR
100342,309,202237,2022-09-11,8,fisica,br,M,NOR
100342,253,202238,2022-09-18,20,fisica,br,M,RIO
100342,88,202237,2022-09-11,12,fisica,br,G,NOR
100342,409,202240,2022-10-02,12,fisica,uy,G,URU
100342,346,202238,2022-09-18,17,fisica,br,P,SUL
100342,307,202242,2022-10-16,8,fisica,br,M,SUL
100342,342,202238,2022-09-18,11,fisica,br,P,SPO
100342,162,202237,2022-09-11,19,fisica,br,M,RIO
100342,172,202239,2022-09-25,8,fisica,br,G,SPO
100342,94,202239,2022-09-25,1,fisica,br,M,RIO
100342,3,202237,2022-09-11,7,fisica,br,P,SUL
100342,329,202239,2022-09-25,6,fisica,br,P,RIO
100342,274,202237,2022-09-11,4,fisica,br,P,NOR
100342,252,202239,2022-09-25,4,fisica,br,PP,NOR
100342,312,202239,2022-09-25,3,fisica,br,M,SUL
100342,7,202242,2022-10-16,3,fisica,br,P,SUL
100342,279,202238,2022-09-18,49,fisica,br,P,SPO
100342,13,202239,2022-09-25,26,fisica,br,GG,SUL
100342,213,202241,2022-10-09,8,fisica,br,M,NOR
100342,193,202237,2022-09-11,23,fisica,br,M,SUL
100342,247,202239,2022-09-25,3,fisica,br,P,NOR
100342,249,202240,2022-10-02,8,fisica,br,M,NOR
100342,97,202237,2022-09-11,12,fisica,br,P,NOR
100342,263,202240,2022-10-02,11,fisica,br,M,NOR
100342,49,202237,2022-09-11,12,fisica,br,GG,RIO
100342,205,202242,2022-10-16,14,fisica,br,M,NOR
100342,215,202237,2022-09-11,13,fisica,br,M,RIO
100342,66,202240,2022-10-02,7,fisica,br,M,NOR
100342,207,202241,2022-10-09,9,fisica,br,M,RIO
100342,114,202241,2022-10-09,28,fisica,br,GG,SUL
100342,337,202242,2022-10-16,11,fisica,br,P,NOR
100342,204,202238,2022-09-18,4,fisica,br,PP,NOR
100342,209,202238,2022-09-18,12,fisica,br,M,NOR
100342,362,202238,2022-09-18,2,fisica,br,P,NOR
100342,85,202241,2022-10-09,20,fisica,br,GG,NOR
100342,167,202237,2022-09-11,26,fisica,br,M,SUL
100342,165,202237,2022-09-11,1,fisica,br,M,NOR
100342,243,202239,2022-09-25,3,fisica,br,PP,NOR
100342,243,202237,2022-09-11,3,fisica,br,PP,NOR
100342,384,202237,2022-09-11,2,fisica,br,P,SUL
100342,161,202238,2022-09-18,7,fisica,br,M,SPO
100342,420,202241,2022-10-09,23,fisica,ar,G,ARG
100342,412,202242,2022-10-16,12,fisica,uy,M,URU
100342,144,202241,2022-10-09,19,fisica,br,M,SUL
100342,279,202240,2022-10-02,19,fisica,br,P,SPO
100342,228,202242,2022-10-16,2,fisica,br,M,NOR
100342,47,202241,2022-10-09,13,fisica,br,M,SPO
100342,152,202240,2022-10-02,1,fisica,br,P,RIO
100342,60,202238,2022-09-18,19,fisica,br,GG,SPO
100342,338,202239,2022-09-25,26,fisica,br,P,RIO
100342,194,202241,2022-10-09,15,fisica,br,M,RIO
100342,204,202241,2022-10-09,8,fisica,br,PP,NOR
100342,295,202237,2022-09-11,16,fisica,br,M,NOR
100342,240,202237,2022-09-11,4,fisica,br,P,RIO
100342,17,202237,2022-09-11,27,fisica,br,M,SUL
100342,311,202240,2022-10-02,26,fisica,br,G,SUL
100342,73,202237,2022-09-11,11,fisica,br,G,RIO
100342,76,202240,2022-10-02,22,fisica,br,G,SPO
100342,368,202241,2022-10-09,7,fisica,br,M,SUL
100342,415,202242,2022-10-16,18,fisica,uy,G,URU
100342,348,202241,2022-10-09,3,fisica,br,G,SPO
100342,175,202239,2022-09-25,6,fisica,br,M,SPO
100342,361,202238,2022-09-18,6,fisica,br,PP,SUL
100342,347,202241,2022-10-09,2,fisica,br,PP,RIO
100342,201,202241,2022-10-09,7,fisica,br,P,NOR
100342,225,202242,2022-10-16,8,fisica,br,M,SUL
100342,130,202238,2022-09-18,11,fisica,br,M,SPO
100342,70,202240,2022-10-02,19,fisica,br,M,NOR
100342,275,202241,2022-10-09,2,fisica,br,P,SUL
100342,418,202237,2022-09-11,28,fisica,ar,G,ARG
100342,54,202237,2022-09-11,16,fisica,br,P,RIO
100342,178,202237,2022-09-11,11,fisica,br,M,NOR
100342,102,202241,2022-10-09,19,fisica,br,M,SPO
100342,84,202237,2022-09-11,7,fisica,br,G,RIO
100342,58,202239,2022-09-25,11,fisica,br,G,RIO
100342,125,202239,2022-09-25,22,fisica,br,M,SPO
100342,106,202238,2022-09-18,22,fisica,br,G,SUL
100342,255,202238,2022-09-18,3,fisica,br,P,RIO
100342,196,202239,2022-09-25,15,fisica,br,M,SPO
100342,144,202239,2022-09-25,22,fisica,br,M,SUL
100342,15,202237,2022-09-11,42,fisica,br,M,SPO
100342,208,202241,2022-10-09,8,fisica,br,M,NOR
100342,342,202241,2022-10-09,12,fisica,br,P,SPO
100342,12,202237,2022-09-11,26,fisica,br,G,SUL
100342,328,202241,2022-10-09,8,fisica,br,M,NOR
100342,392,202241,2022-10-09,5,fisica,br,M,SPO
100342,252,202237,2022-09-11,3,fisica,br,PP,NOR
100342,203,202238,2022-09-18,4,fisica,br,M,NOR
100342,200,202237,2022-09-11,12,fisica,br,PP,RIO
100342,407,202241,2022-10-09,25,web,br,GG,W
100342,68,202238,2022-09-18,20,fisica,br,M,SUL
100342,320,202238,2022-09-18,4,fisica,br,M,SPO
100342,116,202241,2022-10-09,11,fisica,br,P,SUL
100342,36,202238,2022-09-18,15,fisica,br,G,SPO
100342,189,202239,2022-09-25,4,fisica,br,P,NOR
100342,306,202241,2022-10-09,2,fisica,br,P,RIO
100342,71,202241,2022-10-09,4,fisica,br,M,SPO
100342,17,202239,2022-09-25,12,fisica,br,M,SUL
100342,146,202239,2022-09-25,18,fisica,br,G,NOR
100342,392,202237,2022-09-11,19,fisica,br,M,SPO
100342,229,202238,2022-09-18,5,fisica,br,P,RIO
100342,80,202238,2022-09-18,23,fisica,br,G,NOR
100342,319,202236,2022-09-04,11,fisica,br,M,SUL
100342,166,202235,2022-08-28,3,fisica,br,P,RIO
100342,162,202236,2022-09-04,2,fisica,br,M,RIO
100342,233,202235,2022-08-28,4,fisica,br,M,NOR
100342,219,202235,2022-08-28,4,fisica,br,PP,RIO
100342,270,202235,2022-08-28,-1,fisica,br,M,SUL
100342,356,202236,2022-09-04,9,fisica,br,P,NOR
100342,254,202235,2022-08-28,5,fisica,br,P,NOR
100342,288,202235,2022-08-28,2,fisica,br,PP,RIO
100342,266,202236,2022-09-04,12,fisica,br,M,SUL
100342,61,202235,2022-08-28,12,fisica,br,M,NOR
100342,309,202235,2022-08-28,1,fisica,br,M,NOR
100342,383,202236,2022-09-04,1,fisica,br,P,SUL
100342,351,202236,2022-09-04,8,fisica,br,P,SPO
100342,388,202235,2022-08-28,5,fisica,br,P,RIO
100342,217,202236,2022-09-04,11,fisica,br,M,NOR
100342,347,202235,2022-08-28,1,fisica,br,PP,RIO
100342,189,202235,2022-08-28,5,fisica,br,P,NOR
100342,287,202235,2022-08-28,7,fisica,br,P,NOR
100342,159,202236,2022-09-04,3,fisica,br,M,NOR
100342,248,202236,2022-09-04,1,fisica,br,P,NOR
100342,155,202235,2022-08-28,2,fisica,br,M,NOR
100342,112,202236,2022-09-04,3,fisica,br,M,NOR
100342,155,202236,2022-09-04,1,fisica,br,M,NOR
100342,373,202236,2022-09-04,2,fisica,br,P,SUL
100342,232,202235,2022-08-28,1,fisica,br,P,NOR
100342,365,202235,2022-08-28,2,fisica,br,PP,NOR
100342,330,202236,2022-09-04,1,fisica,br,M,RIO
100342,271,202239,2022-09-25,8,fisica,br,PP,RIO
100342,324,202238,2022-09-18,3,fisica,br,PP,NOR
100342,213,202240,2022-10-02,8,fisica,br,M,NOR
100342,331,202235,2022-08-28,3,fisica,br,P,NOR
100342,292,202239,2022-09-25,8,fisica,br,M,SPO
100342,269,202238,2022-09-18,19,fisica,br,M,SPO
100342,77,202242,2022-10-16,1,fisica,br,M,SPO
100342,334,202242,2022-10-16,1,fisica,br,P,SPO
100342,362,202242,2022-10-16,4,fisica,br,P,NOR
100342,46,202241,2022-10-09,12,fisica,br,G,NOR
100342,340,202240,2022-10-02,6,fisica,br,P,NOR
100342,296,202237,2022-09-11,3,fisica,br,P,RIO
100342,145,202237,2022-09-11,6,fisica,br,M,NOR
100342,175,202241,2022-10-09,14,fisica,br,M,SPO
100342,27,202242,2022-10-16,4,fisica,br,M,RIO
100342,225,202239,2022-09-25,5,fisica,br,M,SUL
100342,30,202242,2022-10-16,3,fisica,br,GG,RIO
100342,18,202237,2022-09-11,24,fisica,br,G,SPO
100342,201,202238,2022-09-18,5,fisica,br,P,NOR
100342,389,202240,2022-10-02,9,fisica,br,PP,SUL
100342,157,202242,2022-10-16,7,fisica,br,M,SPO
100342,224,202241,2022-10-09,3,fisica,br,M,RIO
100342,280,202239,2022-09-25,7,fisica,br,P,SPO
100342,71,202240,2022-10-02,17,fisica,br,M,SPO
100342,170,202238,2022-09-18,11,fisica,br,P,RIO
100342,154,202237,2022-09-11,14,fisica,br,P,RIO
100342,236,202240,2022-10-02,1,fisica,br,M,RIO
100342,274,202239,2022-09-25,7,fisica,br,P,NOR
100342,344,202240,2022-10-02,4,fisica,br,P,SPO
100342,252,202242,2022-10-16,5,fisica,br,PP,NOR
100342,314,202241,2022-10-09,4,fisica,br,PP,SPO
100342,37,202241,2022-10-09,13,fisica,br,GG,RIO
100342,168,202237,2022-09-11,7,fisica,br,M,RIO
100342,201,202242,2022-10-16,7,fisica,br,P,NOR
100342,2,202240,2022-10-02,4,fisica,br,G,SUL
100342,291,202238,2022-09-18,12,fisica,br,P,SPO
100342,185,202239,2022-09-25,9,fisica,br,M,RIO
100342,284,202239,2022-09-25,6,fisica,br,M,NOR
100342,72,202239,2022-09-25,20,fisica,br,G,NOR
100342,188,202242,2022-10-16,4,fisica,br,P,SUL
100342,91,202237,2022-09-11,8,fisica,br,P,SPO
100342,261,202241,2022-10-09,11,fisica,br,P,SPO
100342,187,202239,2022-09-25,13,fisica,br,M,SPO
100342,245,202237,2022-09-11,5,fisica,br,M,NOR
100342,144,202238,2022-09-18,23,fisica,br,M,SUL
100342,339,202239,2022-09-25,9,fisica,br,PP,SUL
100342,351,202239,2022-09-25,12,fisica,br,P,SPO
100342,400,202235,2022-08-28,1,fisica,br,PP,GS
100342,143,202238,2022-09-18,3,fisica,br,P,RIO
100342,335,202240,2022-10-02,4,fisica,br,PP,NOR
100342,52,202237,2022-09-11,5,fisica,br,M,RIO
100342,97,202238,2022-09-18,13,fisica,br,P,NOR
100342,194,202239,2022-09-25,12,fisica,br,M,RIO
100342,25,202241,2022-10-09,-1,fisica,br,G,SPO
100342,376,202237,2022-09-11,5,fisica,br,PP,SUL
100342,43,202242,2022-10-16,3,fisica,br,M,SPO
100342,220,202241,2022-10-09,0,fisica,br,PP,SPO
100342,50,202239,2022-09-25,5,fisica,br,M,SPO
100342,340,202237,2022-09-11,7,fisica,br,P,NOR
100342,300,202238,2022-09-18,4,fisica,br,PP,NOR
100342,174,202238,2022-09-18,20,fisica,br,M,NOR
100342,283,202237,2022-09-11,6,fisica,br,P,RIO
100342,216,202241,2022-10-09,20,fisica,br,M,NOR
100342,352,202237,2022-09-11,3,fisica,br,P,SUL
100342,250,202242,2022-10-16,4,fisica,br,P,SPO
100342,174,202240,2022-10-02,11,fisica,br,M,NOR
100342,241,202238,2022-09-18,3,fisica,br,P,RIO
100342,94,202238,2022-09-18,3,fisica,br,M,RIO
100342,173,202241,2022-10-09,2,fisica,br,P,SPO
100342,315,202240,2022-10-02,9,fisica,br,P,NOR
100342,332,202240,2022-10-02,1,fisica,br,P,RIO
100342,112,202241,2022-10-09,6,fisica,br,M,NOR
100342,204,202239,2022-09-25,3,fisica,br,PP,NOR
100342,242,202242,2022-10-16,5,fisica,br,PP,NOR
100342,356,202238,2022-09-18,7,fisica,br,P,NOR
100342,108,202239,2022-09-25,2,fisica,br,M,NOR
100342,371,202238,2022-09-18,1,fisica,br,P,NOR
100342,139,202238,2022-09-18,12,fisica,br,M,SPO
100342,133,202241,2022-10-09,6,fisica,br,P,SPO
100342,205,202237,2022-09-11,11,fisica,br,M,NOR
100342,344,202241,2022-10-09,5,fisica,br,P,SPO
100342,279,202241,2022-10-09,12,fisica,br,P,SPO
100342,183,202241,2022-10-09,2,fisica,br,M,NOR
100342,90,202242,2022-10-16,2,fisica,br,PP,RIO
100342,321,202242,2022-10-16,4,fisica,br,P,SPO
100342,295,202240,2022-10-02,16,fisica,br,M,NOR
100342,332,202239,2022-09-25,2,fisica,br,P,RIO
100342,342,202239,2022-09-25,22,fisica,br,P,SPO
100342,148,202237,2022-09-11,7,fisica,br,M,NOR
100342,216,202238,2022-09-18,15,fisica,br,M,NOR
100342,392,202242,2022-10-16,4,fisica,br,M,SPO
100342,36,202241,2022-10-09,15,fisica,br,G,SPO
100342,287,202237,2022-09-11,6,fisica,br,P,NOR
100342,265,202241,2022-10-09,7,fisica,br,M,NOR
100342,207,202237,2022-09-11,1,fisica,br,M,RIO
100342,254,202237,2022-09-11,4,fisica,br,P,NOR
100342,341,202239,2022-09-25,9,fisica,br,P,SPO
100342,376,202241,2022-10-09,2,fisica,br,PP,SUL
100342,203,202237,2022-09-11,6,fisica,br,M,NOR
100342,196,202241,2022-10-09,1,fisica,br,M,SPO
100342,58,202242,2022-10-16,0,fisica,br,G,RIO
100342,180,202240,2022-10-02,9,fisica,br,P,SPO
100342,14,202242,2022-10-16,4,fisica,br,M,SPO
100342,380,202239,2022-09-25,2,fisica,br,P,RIO
100342,276,202242,2022-10-16,3,fisica,br,P,SPO
100342,302,202237,2022-09-11,5,fisica,br,P,NOR
100342,281,202242,2022-10-16,2,fisica,br,P,SPO
100342,218,202238,2022-09-18,7,fisica,br,M,NOR
100342,198,202241,2022-10-09,3,fisica,br,PP,SPO
100342,362,202240,2022-10-02,11,fisica,br,P,NOR
100342,287,202242,2022-10-16,5,fisica,br,P,NOR
100342,188,202237,2022-09-11,5,fisica,br,P,SUL
100342,371,202240,2022-10-02,1,fisica,br,P,NOR
100342,349,202239,2022-09-25,7,fisica,br,PP,SPO
100342,172,202237,2022-09-11,5,fisica,br,G,SPO
100342,63,202241,2022-10-09,4,fisica,br,G,RIO
100342,185,202242,2022-10-16,-2,fisica,br,M,RIO
100342,290,202242,2022-10-16,4,fisica,br,G,SUL
100342,389,202239,2022-09-25,8,fisica,br,PP,SUL
100342,412,202239,2022-09-25,0,fisica,uy,M,URU
100342,235,202242,2022-10-16,2,fisica,br,M,NOR
100342,372,202240,2022-10-02,2,fisica,br,P,SPO
100342,126,202240,2022-10-02,0,fisica,br,M,RIO
100342,256,202241,2022-10-09,3,fisica,br,PP,NOR
100342,248,202241,2022-10-09,2,fisica,br,P,NOR
100342,353,202242,2022-10-16,3,fisica,br,P,RIO
100342,236,202238,2022-09-18,2,fisica,br,M,RIO
100342,275,202235,2022-08-28,5,fisica,br,P,SUL
100342,316,202236,2022-09-04,2,fisica,br,M,NOR
100342,255,202236,2022-09-04,1,fisica,br,P,RIO
100342,208,202240,2022-10-02,7,fisica,br,M,NOR
100342,395,202242,2022-10-16,1,fisica,br,PP,SUL
100342,202,202238,2022-09-18,7,fisica,br,M,SPO
100342,293,202240,2022-10-02,8,fisica,br,M,NOR
100342,368,202240,2022-10-02,5,fisica,br,M,SUL
100342,45,202242,2022-10-16,3,fisica,br,M,SPO
100342,61,202238,2022-09-18,11,fisica,br,M,NOR
100342,379,202240,2022-10-02,7,fisica,br,PP,SUL
100342,387,202239,2022-09-25,3,fisica,br,P,GS
100342,240,202240,2022-10-02,1,fisica,br,P,RIO
100342,204,202242,2022-10-16,4,fisica,br,PP,NOR
100342,329,202240,2022-10-02,1,fisica,br,P,RIO
100342,359,202242,2022-10-16,4,fisica,br,P,NOR
100342,82,202242,2022-10-16,2,fisica,br,M,SPO
100342,294,202239,2022-09-25,2,fisica,br,M,SPO
100342,343,202237,2022-09-11,3,fisica,br,P,RIO
100342,362,202239,2022-09-25,5,fisica,br,P,NOR
100342,233,202240,2022-10-02,5,fisica,br,M,NOR
100342,16,202241,2022-10-09,5,fisica,br,P,SPO
100342,272,202240,2022-10-02,8,fisica,br,P,RIO
100342,277,202238,2022-09-18,5,fisica,br,P,SPO
100342,389,202242,2022-10-16,4,fisica,br,PP,SUL
100342,388,202239,2022-09-25,3,fisica,br,P,RIO
100342,35,202241,2022-10-09,1,fisica,br,G,SPO
100342,48,202241,2022-10-09,1,fisica,br,G,RIO
100342,145,202238,2022-09-18,5,fisica,br,M,NOR
100342,134,202240,2022-10-02,-2,fisica,br,M,SPO
100342,258,202238,2022-09-18,2,fisica,br,P,RIO
100342,78,202241,2022-10-09,14,fisica,br,M,SPO
100342,208,202239,2022-09-25,1,fisica,br,M,NOR
100342,338,202241,2022-10-09,3,fisica,br,P,RIO
100342,364,202242,2022-10-16,4,fisica,br,PP,SPO
100342,249,202238,2022-09-18,11,fisica,br,M,NOR
100342,360,202241,2022-10-09,7,fisica,br,P,RIO
100342,340,202239,2022-09-25,3,fisica,br,P,NOR
100342,37,202242,2022-10-16,4,fisica,br,GG,RIO
100342,269,202242,2022-10-16,3,fisica,br,M,SPO
100342,127,202239,2022-09-25,2,fisica,br,M,RIO
100342,9,202238,2022-09-18,7,fisica,br,M,SUL
100342,239,202242,2022-10-16,0,fisica,br,P,RIO
100342,143,202239,2022-09-25,1,fisica,br,P,RIO
100342,385,202241,2022-10-09,1,fisica,br,P,SPO
100342,288,202236,2022-09-04,1,fisica,br,PP,RIO
100342,212,202235,2022-08-28,1,fisica,br,P,RIO
100342,117,202242,2022-10-16,4,fisica,br,G,SPO
100342,305,202242,2022-10-16,3,fisica,br,PP,NOR
100342,75,202242,2022-10-16,1,fisica,br,M,RIO
100342,377,202240,2022-10-02,3,fisica,br,M,NOR
100342,164,202238,2022-09-18,5,fisica,br,P,SUL
100342,216,202242,2022-10-16,8,fisica,br,M,NOR
100342,54,202240,2022-10-02,3,fisica,br,P,RIO
100342,232,202239,2022-09-25,2,fisica,br,P,NOR
100342,386,202242,2022-10-16,3,fisica,br,M,NOR
100342,305,202238,2022-09-18,1,fisica,br,PP,NOR
100342,283,202238,2022-09-18,6,fisica,br,P,RIO
100342,130,202240,2022-10-02,1,fisica,br,M,SPO
100342,254,202238,2022-09-18,1,fisica,br,P,NOR
100342,189,202242,2022-10-16,4,fisica,br,P,NOR
100342,306,202239,2022-09-25,3,fisica,br,P,RIO
100342,292,202240,2022-10-02,4,fisica,br,M,SPO
100342,266,202242,2022-10-16,2,fisica,br,M,SUL
100342,257,202238,2022-09-18,6,fisica,br,P,RIO
100342,380,202241,2022-10-09,1,fisica,br,P,RIO
100342,355,202241,2022-10-09,2,fisica,br,P,RIO
100342,108,202240,2022-10-02,5,fisica,br,M,NOR
100342,281,202241,2022-10-09,5,fisica,br,P,SPO
100342,376,202238,2022-09-18,7,fisica,br,PP,SUL
100342,292,202241,2022-10-09,4,fisica,br,M,SPO
100342,212,202241,2022-10-09,1,fisica,br,P,RIO
100342,352,202242,2022-10-16,1,fisica,br,P,SUL
100342,202,202242,2022-10-16,2,fisica,br,M,SPO
100342,110,202240,2022-10-02,2,fisica,br,PP,RIO
100342,347,202237,2022-09-11,3,fisica,br,PP,RIO
